src,dest,weight
D000818,D000293,44627
D000818,D000311,25818
D000818,D000315,11495
D000818,D000319,10991
D000818,D000324,20302
D000818,D000328,110170
D000818,D000330,11445
D000818,D000344,13455
D000818,D000367,56088
D000818,D000368,47653
D000818,D000369,11308
D000818,D000375,89610
D000818,D000410,11934
D000818,D000431,36679
D000818,D000465,25942
D000818,D000469,22748
D000818,D000470,10759
D000818,D000483,23569
D000818,D000485,13647
D000818,D000544,18300
D000818,D000595,223618
D000818,D000596,56055
D000818,D000679,12919
D000818,D000700,15068
D000818,D000704,59751
D000818,D000758,12215
D000818,D000804,25421
D000821,D000818,37233
D000822,D000818,16546
D000824,D000818,17894
D000827,D000818,10559
D000829,D000818,14443
D000830,D000818,10901
D000831,D000375,10032
D000831,D000818,104143
D000835,D000818,12796
D000860,D000818,31192
D000882,D000818,45767
D000886,D000328,14355
D000890,D000818,10501
D000893,D000328,13432
D000893,D000818,22966
D000894,D000328,11810
D000894,D000818,18914
D000900,D000293,20735
D000900,D000328,42650
D000900,D000368,28411
D000900,D000818,46626
D000904,D000900,13068
D000906,D000328,10686
D000906,D000818,47676
D000907,D000328,10505
D000907,D000818,21193
D000911,D000328,22904
D000911,D000368,16324
D000911,D000595,11472
D000911,D000818,81136
D000913,D000818,11076
D000914,D000328,15671
D000914,D000818,32841
D000917,D000818,39475
D000918,D000818,26337
D000918,D000911,12377
D000925,D000328,12066
D000925,D000368,14981
D000927,D000328,11708
D000927,D000818,12760
D000936,D000818,10784
D000937,D000818,14910
D000939,D000595,11488
D000939,D000818,35138
D000939,D000911,15569
D000941,D000818,39491
D000941,D000906,10457
D000942,D000818,18730
D000949,D000818,13288
D000951,D000818,14737
D000953,D000818,10681
D000954,D000818,17228
D000956,D000818,20921
D000959,D000328,12822
D000959,D000368,14436
D000959,D000818,12223
D000970,D000328,32100
D000970,D000368,31327
D000970,D000818,65778
D000971,D000293,13809
D000971,D000328,48516
D000971,D000368,46012
D000971,D000369,11918
D000971,D000970,10468
D000975,D000818,45422
D000995,D000328,10010
D000998,D000328,14256
D000998,D000818,15219
D001001,D000818,24981
D001007,D000293,11722
D001007,D000328,25917
D001007,D000368,10499
D001008,D000328,13076
D001011,D000818,31725
D001013,D000818,12602
D001026,D000368,21037
D001095,D000818,10998
D001120,D000818,19703
D001132,D000328,12400
D001143,D000328,12956
D001145,D000328,13749
D001145,D000368,12564
D001145,D000818,11114
D001158,D000328,11787
D001158,D000818,18338
D001161,D000328,11901
D001161,D000368,12941
D001161,D000818,16144
D001172,D000328,27873
D001172,D000368,24735
D001185,D000465,13274
D001205,D000818,14711
D001219,D000410,16052
D001219,D000818,12379
D001249,D000293,25591
D001249,D000328,37348
D001249,D000368,12410
D001249,D000818,14722
D001253,D000818,23436
D001281,D000368,16612
D001285,D000818,15978
D001288,D000293,12592
D001288,D000328,32233
D001290,D000328,14487
D001291,D000328,26398
D001291,D000368,10612
D001294,D000293,16382
D001294,D000328,32504
D001294,D000368,17478
D001315,D000293,10656
D001315,D000328,18844
D001315,D000368,11465
D001323,D000328,18739
D001323,D000368,10557
D001323,D000818,15414
D001327,D000818,17016
D001344,D000328,12748
D001344,D000368,10077
D001345,D000818,37297
D001362,D000818,17514
D001369,D000818,39566
D001402,D000818,38125
D001419,D000818,26370
D001419,D000900,18363
D001424,D000328,15086
D001424,D000368,10370
D001424,D000818,11469
D001424,D000900,15296
D001426,D000595,29133
D001426,D000818,30227
D001427,D000818,12368
D001428,D000818,10374
D001483,D000328,18462
D001483,D000483,13991
D001483,D000595,136846
D001483,D000818,184253
D001483,D001426,20954
D001517,D000818,10246
D001522,D000818,90267
D001523,D000293,26576
D001523,D000328,43100
D001523,D000368,18973
D001639,D000818,10107
D001646,D000818,14485
D001647,D000818,10060
D001665,D000595,46076
D001665,D000818,92313
D001665,D001426,10513
D001665,D001483,29375
D001667,D000818,32598
D001672,D000818,21067
D001681,D000818,22149
D001682,D000818,14879
D001692,D000818,58196
D001693,D000818,20394
D001696,D000328,23404
D001696,D000368,11404
D001696,D000818,25258
D001706,D000293,19545
D001706,D000328,57335
D001706,D000368,37615
D001707,D000328,16656
D001707,D000368,14604
D001711,D000818,17012
D001714,D000328,17241
D001717,D000818,32816
D001724,D000328,10057
D001741,D000293,11727
D001741,D000328,19582
D001741,D000368,11370
D001743,D000818,15149
D001749,D000328,10720
D001749,D000368,17226
D001755,D000818,10523
D001769,D000818,18237
D001777,D000818,11276
D001783,D000328,15648
D001783,D000368,10201
D001783,D000818,14797
D001786,D000293,12350
D001786,D000328,44398
D001786,D000368,21384
D001786,D000818,49524
D001792,D000328,13138
D001792,D000818,21469
D001794,D000293,19982
D001794,D000328,76510
D001794,D000368,45406
D001794,D000818,98189
D001794,D000959,17665
D001794,D001783,10461
D001794,D001786,10081
D001795,D001794,12748
D001798,D000328,10383
D001798,D000818,25808
D001803,D000328,13037
D001808,D000818,14738
D001812,D000818,16348
D001823,D000328,12704
D001827,D000293,12693
D001827,D000328,11140
D001831,D000818,23416
D001833,D000818,12161
D001835,D000293,18066
D001835,D000328,31796
D001835,D000367,12485
D001835,D000368,13029
D001835,D000818,101514
D001835,D001786,11892
D001835,D001794,10137
D001835,D001827,16875
D001842,D000328,12344
D001842,D000818,33498
D001853,D000328,12291
D001853,D000818,25111
D001854,D000818,32783
D001854,D001853,12402
D001859,D000293,11271
D001859,D000328,18485
D001859,D000368,12266
D001921,D000293,23676
D001921,D000328,64477
D001921,D000368,34157
D001921,D000369,10707
D001921,D000375,14699
D001921,D000544,15244
D001921,D000818,225870
D001921,D000831,10321
D001921,D001522,10059
D001923,D000818,39630
D001923,D001921,14675
D001927,D000328,13569
D001927,D001921,12822
D001930,D000328,16610
D001930,D000818,10479
D001931,D000328,29660
D001931,D000818,25142
D001931,D001921,23464
D001932,D000293,14608
D001932,D000328,30813
D001932,D000368,19222
D001932,D000818,13016
D001932,D001921,11452
D001933,D000818,15897
D001938,D000293,12431
D001938,D000328,18560
D001938,D000818,15058
D001943,D000328,75477
D001943,D000368,65540
D001943,D000369,20121
D001943,D000818,21902
D001943,D000970,16368
D001943,D000971,13380
D001943,D001940,18101
D001947,D000818,18073
D001980,D000818,10141
D001992,D000818,11626
D002056,D000328,11182
D002097,D000328,14144
D002097,D000368,13201
D002102,D000328,10019
D002104,D000818,12074
D002114,D000328,10126
D002118,D000255,12253
D002118,D000328,19220
D002118,D000368,11992
D002118,D000818,157997
D002121,D000818,18703
D002135,D000818,14036
D002140,D000328,10680
D002149,D000328,11483
D002170,D000328,14506
D002196,D000818,15717
D002199,D000818,14338
D002217,D000818,11763
D002245,D000328,12991
D002245,D000818,26782
D002247,D000818,26682
D002250,D000818,17926
D002273,D000818,29241
D002277,D000328,22745
D002277,D000368,23879
D002286,D000818,11244
D002289,D000328,11161
D002289,D000368,17325
D002292,D000368,10235
D002294,D000230,19835
D002294,D000328,39116
D002294,D000368,47935
D002294,D000369,16298
D002294,D000818,10655
D002295,D001749,12498
D002302,D000328,11161
D002302,D000818,14958
D002302,D001794,17228
D002318,D000328,29993
D002318,D000368,29822
D002318,D000818,11807
D002352,D000595,16874
D002352,D000818,60092
D002352,D001483,10318
D002356,D000818,13512
D002358,D000818,11946
D002369,D000818,16440
D002371,D000818,18720
D002374,D000818,16176
D002384,D000818,12502
D002395,D000818,20284
D002404,D000328,11984
D002415,D000818,126532
D002415,D002371,18631
D002417,D000595,18120
D002417,D000818,315765
D002417,D000821,10301
D002417,D001483,10409
D002417,D001665,10959
D002417,D002118,10377
D002418,D000818,45142
D002418,D002417,45070
D002423,D000328,17415
D002423,D000368,16247
D002448,D000818,41071
D002450,D000818,19441
D002452,D000818,37229
D002453,D000818,32171
D002454,D000328,10652
D002454,D000818,129876
D002454,D001854,10054
D002455,D000818,97384
D002455,D002454,19491
D002458,D000818,11341
D002460,D000595,32819
D002460,D000818,239882
D002460,D000911,12323
D002460,D001483,34483
D002460,D001665,15099
D002460,D002118,11231
D002460,D002454,20186
D002460,D002455,20923
D002461,D000818,11351
D002462,D000595,11993
D002462,D000818,96032
D002462,D001692,10715
D002462,D002118,11805
D002462,D002460,16813
D002463,D000818,18970
D002465,D000818,56399
D002465,D002448,12328
D002467,D000818,66550
D002467,D002460,11997
D002469,D000818,21060
D002470,D000818,88310
D002470,D000970,13037
D002470,D002455,11178
D002470,D002460,24010
D002471,D000818,32033
D002478,D000242,10280
D002478,D000328,30943
D002478,D000368,12683
D002478,D000595,15990
D002478,D000818,314439
D002478,D000831,14801
D002478,D000911,10210
D002478,D001253,10415
D002478,D001483,17820
D002478,D001854,12442
D002478,D001921,10996
D002478,D002118,24477
D002478,D002417,20776
D002478,D002448,16580
D002478,D002454,42810
D002478,D002455,33243
D002478,D002460,22540
D002478,D002462,14009
D002478,D002465,14724
D002478,D002470,31448
D002490,D000818,26638
D002499,D000818,18262
D002522,D000818,33302
D002531,D000818,26093
D002532,D000328,10084
D002533,D000328,12084
D002540,D000328,19701
D002540,D000818,66464
D002540,D001921,14938
D002540,D001931,11424
D002545,D000368,11163
D002545,D000818,17578
D002560,D000328,13484
D002560,D000818,17132
D002560,D001921,15287
D002561,D000328,13147
D002561,D000368,17039
D002574,D000328,12499
D002583,D000328,26628
D002583,D000368,14707
D002583,D002294,11220
D002585,D000328,18629
D002621,D000818,28132
D002642,D000818,56578
D002642,D002478,11096
D002645,D000818,107715
D002648,D000208,26247
D002648,D000223,12887
D002648,D000293,779355
D002648,D000328,552051
D002648,D000367,104155
D002648,D000368,217900
D002648,D000369,60692
D002648,D000375,14404
D002648,D000704,14337
D002648,D000818,51914
D002648,D000900,22815
D002648,D001249,30337
D002648,D001289,15136
D002648,D001523,17277
D002648,D001706,14762
D002648,D001794,10408
D002648,D001827,14862
D002648,D001835,15235
D002648,D001921,21142
D002648,D001932,14538
D002649,D002648,13474
D002652,D002648,10880
D002653,D002648,15436
D002657,D002648,21567
D002662,D002648,12968
D002669,D002648,17098
D002675,D000208,18974
D002675,D000293,422061
D002675,D000328,281196
D002675,D000367,70325
D002675,D000368,119842
D002675,D000369,36283
D002675,D000818,30135
D002675,D000900,15679
D002675,D001249,14408
D002675,D001921,11987
D002675,D002648,602841
D002675,D002657,17264
D002681,D000293,15619
D002681,D000328,32006
D002681,D000368,19543
D002681,D000818,14507
D002681,D002648,11308
D002712,D000818,23101
D002784,D000328,26235
D002784,D000368,14910
D002784,D000818,43316
D002843,D000818,19453
D002845,D000818,14808
D002846,D000818,16605
D002849,D000818,12732
D002850,D000818,31804
D002851,D000328,13896
D002851,D000595,11743
D002851,D000818,60695
D002852,D000818,17578
D002852,D002850,10500
D002853,D000818,11350
D002855,D000818,18311
D002869,D000328,14768
D002869,D000818,12460
D002874,D000595,12491
D002874,D000818,33909
D002874,D001483,20855
D002875,D000818,21369
D002908,D000208,20813
D002908,D000293,34329
D002908,D000328,88494
D002908,D000368,58049
D002908,D000369,13442
D002908,D000818,24488
D002908,D002648,24476
D002908,D002675,12501
D002940,D000328,17781
D002940,D000818,27998
D002942,D000818,11589
D002945,D000328,13923
D002945,D000368,14100
D002945,D000970,14477
D002945,D000971,20668
D002972,D002971,10400
D002983,D000328,13379
D002986,D000293,15439
D002986,D000328,41471
D002986,D000368,26784
D002986,D000818,20566
D002986,D002648,12106
D002999,D000818,18539
D003001,D000595,81340
D003001,D000818,80857
D003001,D001426,11300
D003001,D001483,79466
D003001,D002460,14708
D003001,D002874,11278
D003042,D000818,12648
D003071,D000293,11413
D003071,D000328,24296
D003071,D000368,14392
D003072,D000328,16517
D003072,D000368,21182
D003080,D000818,19809
D003093,D000328,13076
D003094,D000328,10698
D003094,D000818,46912
D003094,D002478,10611
D003106,D000328,10233
D003106,D000818,21292
D003110,D000230,12000
D003110,D000328,12335
D003110,D000368,15840
D003110,D000818,14197
D003131,D000293,20358
D003131,D000328,57592
D003131,D000368,45666
D003131,D000369,13629
D003131,D000970,11876
D003131,D000971,25008
D003131,D002648,15546
D003142,D000328,12814
D003165,D000818,11707
D003198,D000465,34496
D003198,D000818,30555
D003208,D000818,10939
D003214,D000818,13900
D003216,D000818,15482
D003247,D000818,11243
D003287,D000328,21149
D003287,D000368,19569
D003287,D000818,13180
D003300,D000818,18014
D003315,D000328,10303
D003315,D000818,15141
D003324,D000368,18621
D003326,D000818,16566
D003327,D000328,38801
D003327,D000368,39271
D003327,D000818,14521
D003327,D001026,10387
D003331,D000818,19239
D003342,D000818,26431
D003345,D000818,21680
D003362,D000328,12632
D003362,D000368,11018
D003376,D000328,10382
D003404,D000328,19389
D003404,D000368,13742
D003412,D000818,23925
D003422,D000328,10060
D003424,D000328,15543
D003429,D000818,21513
D003430,D000293,65303
D003430,D000328,120372
D003430,D000367,17610
D003430,D000368,74729
D003430,D000369,28953
D003430,D002648,37387
D003430,D002675,20405
D003433,D000818,17428
D003463,D000328,11804
D003470,D000818,37493
D003470,D002478,14497
D003513,D000818,12144
D003520,D000328,15483
D003520,D000368,10393
D003520,D000818,12275
D003520,D000971,16979
D003545,D000818,14291
D003550,D002648,10057
D003560,D000328,10987
D003576,D000818,11794
D003577,D000818,23926
D003593,D000818,35875
D003593,D002467,19357
D003594,D000818,13653
D003598,D000818,11377
D003599,D000818,18378
D003600,D000818,27822
D003602,D000818,18943
D003609,D000818,10087
D003625,D000293,10997
D003625,D000328,19743
D003625,D000368,11199
D003627,D000328,11347
D003657,D000328,18156
D003704,D000368,25677
D003704,D000369,10941
D003710,D000328,13720
D003712,D000818,16404
D003713,D000818,22118
D003714,D000818,11476
D003718,D000328,13669
D003731,D002648,12784
D003863,D000293,16426
D003863,D000328,37778
D003863,D000368,24127
D003863,D001007,18436
D003864,D000818,19973
D003865,D000328,12546
D003866,D000293,12006
D003866,D000328,29195
D003866,D000368,16336
D003879,D000900,10064
D003906,D003710,12266
D003907,D000818,21838
D003911,D000818,11803
D003920,D000328,28332
D003920,D000368,23493
D003920,D000818,12395
D003920,D001786,15735
D003921,D000818,36537
D003921,D001786,11242
D003922,D000293,18169
D003922,D000328,26013
D003922,D000818,10847
D003922,D001786,12026
D003922,D002648,15299
D003924,D000328,31274
D003924,D000368,32045
D003924,D000818,13086
D003924,D001786,22455
D003924,D003922,12314
D003937,D000208,11437
D003937,D000293,48006
D003937,D000328,132432
D003937,D000368,79861
D003937,D000369,18155
D003937,D000818,14829
D003937,D001706,21010
D003937,D002648,45878
D003937,D002675,25630
D003951,D000328,10771
D003967,D000328,10393
D003967,D000818,10228
D004032,D000293,11137
D004032,D000328,25622
D004032,D000368,13874
D004032,D000818,58681
D004032,D001835,12552
D004032,D002648,10331
D004041,D000818,22340
D004044,D000818,17487
D004058,D000818,11026
D004063,D000818,11480
D004064,D000818,13526
D004175,D000818,14215
D004185,D000328,17825
D004185,D000368,13351
D004193,D000818,10253
D004195,D000818,252699
D004195,D001921,14818
D004195,D002478,12160
D004196,D000293,11720
D004196,D000328,16156
D004196,D000818,19542
D004196,D002648,12860
D004197,D000818,11168
D004198,D000818,10735
D004247,D000328,13135
D004247,D000595,26930
D004247,D000818,126283
D004247,D001483,59603
D004247,D001665,15429
D004247,D002417,11342
D004247,D002455,13465
D004247,D002460,19976
D004247,D002467,13042
D004247,D002478,18294
D004247,D003001,19204
D004249,D000818,24485
D004249,D004247,10235
D004252,D000328,14662
D004252,D001483,11690
D004260,D000818,16068
D004260,D004249,14165
D004261,D000818,18345
D004262,D001483,10105
D004268,D000595,20126
D004268,D000818,64048
D004268,D001483,28839
D004268,D001665,15731
D004268,D002460,15288
D004268,D002478,10256
D004268,D004247,15035
D004269,D000595,10256
D004269,D000818,18057
D004269,D001426,17738
D004269,D001483,22494
D004272,D000818,17594
D004273,D000818,10755
D004275,D004269,10435
D004279,D000328,14311
D004279,D000818,22360
D004279,D001483,19527
D004283,D000818,49083
D004285,D000818,301643
D004285,D001794,23817
D004285,D002415,20987
D004285,D004195,11310
D004285,D004283,48830
D004298,D000818,49169
D004298,D001921,10769
D004298,D003342,10694
D004305,D000284,13700
D004305,D000293,15217
D004305,D000328,51967
D004305,D000368,30239
D004305,D000704,10899
D004305,D000818,206982
D004305,D000970,13942
D004305,D001794,11951
D004305,D001921,11039
D004305,D002118,13902
D004305,D002455,10045
D004305,D002460,16474
D004305,D002470,16776
D004305,D002478,30232
D004305,D004195,13896
D004307,D000818,15245
D004311,D000293,25354
D004311,D000328,80183
D004311,D000368,46960
D004311,D000369,10386
D004311,D002648,10141
D004311,D002986,17205
D004311,D004305,13239
D004317,D000328,10982
D004317,D000818,12706
D004317,D000971,17005
D004317,D003520,11559
D004322,D000328,12764
D004322,D000368,10260
D004330,D000818,33088
D004331,D000818,38381
D004334,D000293,11816
D004334,D000328,37579
D004334,D000368,28230
D004334,D000818,13383
D004334,D000971,11542
D004334,D004305,19702
D004337,D000818,15271
D004338,D000328,17352
D004338,D000368,11036
D004338,D000818,16434
D004341,D000328,18668
D004341,D000368,12783
D004347,D000328,12200
D004347,D000818,37550
D004347,D004305,12549
D004351,D000818,17696
D004352,D000900,19206
D004353,D000818,30941
D004354,D000970,12381
D004355,D000818,13114
D004357,D000818,34026
D004359,D000293,18715
D004359,D000328,54144
D004359,D000368,34419
D004359,D000818,17422
D004359,D000900,14890
D004359,D002648,12796
D004359,D004334,10037
D004365,D000818,14956
D004381,D000328,10202
D004386,D000818,12813
D004396,D000818,11943
D004435,D000818,29736
D004435,D001835,11732
D004452,D000328,26058
D004452,D000368,19254
D004463,D000818,11998
D004487,D000818,12583
D004492,D000818,10334
D004522,D000293,12689
D004522,D000328,22656
D004522,D000368,11495
D004553,D000818,16215
D004558,D000200,13062
D004558,D000328,14707
D004558,D000818,80844
D004558,D002415,14646
D004562,D000293,16977
D004562,D000328,54757
D004562,D000368,42224
D004562,D000818,21440
D004562,D001145,18799
D004562,D001794,13965
D004562,D002648,11417
D004562,D003327,15041
D004562,D003937,10273
D004562,D004452,11548
D004569,D000293,21807
D004569,D000328,45802
D004569,D000368,12124
D004569,D000818,24669
D004569,D001921,27137
D004569,D001931,11882
D004569,D002540,15239
D004569,D002648,18439
D004569,D002675,10413
D004576,D000328,33297
D004576,D000368,10473
D004576,D000818,12546
D004586,D000818,15624
D004591,D000595,17038
D004591,D000818,63362
D004591,D001483,10798
D004591,D002850,11517
D004594,D000818,55145
D004597,D000818,10288
D004621,D000328,10498
D004622,D000818,36649
D004625,D000818,24677
D004630,D000328,10135
D004636,D000328,14672
D004636,D000368,10763
D004644,D000328,20859
D004651,D000328,13571
D004705,D000818,15967
D004721,D000818,24527
D004724,D000328,15634
D004724,D000368,11566
D004727,D000818,11950
D004730,D000818,46646
D004730,D002478,21555
D004731,D000818,16609
D004734,D000328,12306
D004734,D000818,35018
D004739,D000293,10867
D004739,D000328,16820
D004739,D000368,12584
D004777,D000818,18614
D004781,D000328,14811
D004781,D000818,15312
D004784,D000393,11098
D004784,D000818,20522
D004785,D000818,10963
D004789,D000818,65939
D004789,D002460,11701
D004789,D002478,13451
D004790,D000818,20104
D004791,D000818,68501
D004791,D002478,14096
D004791,D004305,13191
D004797,D000293,11756
D004797,D000328,29203
D004797,D000368,16607
D004797,D000818,60222
D004797,D000911,13355
D004798,D000818,10263
D004812,D000328,10989
D004815,D000818,13441
D004817,D000818,10712
D004827,D000293,15877
D004827,D000328,19876
D004827,D000818,10375
D004827,D000927,14707
D004827,D002648,17035
D004827,D004569,15654
D004837,D000328,10376
D004837,D000818,26095
D004847,D000818,45445
D004847,D002460,13802
D004847,D002478,15266
D004848,D000818,41883
D004848,D004847,13493
D004867,D000328,18253
D004867,D000368,13755
D004867,D000818,14861
D004912,D000328,17156
D004912,D000818,57189
D004926,D000595,35762
D004926,D000818,52876
D004926,D000900,16631
D004926,D001426,32100
D004926,D001483,36004
D004926,D001665,16796
D004926,D003001,29856
D004926,D004269,22561
D004926,D004591,10135
D004927,D000818,12396
D004927,D004926,12537
D004938,D000328,11667
D004938,D000368,17593
D004938,D002294,12701
D004947,D000328,10110
D004958,D000328,12813
D004958,D000818,45289
D004967,D000818,21246
D004971,D000818,17854
D005006,D000293,11797
D005006,D000328,18309
D005060,D000328,13220
D005069,D000293,13491
D005069,D000328,29914
D005069,D000368,19224
D005069,D000818,14857
D005069,D002648,10164
D005071,D000328,13779
D005071,D000818,23606
D005071,D004558,10617
D005071,D004569,15021
D005075,D000818,44226
D005080,D000328,26250
D005080,D000368,15852
D005080,D004562,11023
D005082,D000328,24519
D005082,D000818,10652
D005091,D000595,10094
D005091,D000818,15825
D005091,D001483,18169
D005106,D000818,10657
D005109,D000818,20504
D005110,D000818,16033
D005123,D000818,15062
D005145,D000328,12218
D005163,D000328,10986
D005190,D000293,15253
D005190,D000328,22689
D005190,D000368,11266
D005190,D002648,17206
D005194,D000328,13052
D005215,D000328,10417
D005215,D000818,12553
D005221,D000328,10168
D005227,D000818,34730
D005230,D000818,13303
D005240,D000328,18333
D005240,D000368,17205
D005243,D000328,13402
D005243,D000818,42291
D005247,D000818,31205
D005260,D000005,15462
D005260,D000013,17363
D005260,D000014,11531
D005260,D000015,24357
D005260,D000022,17590
D005260,D000028,20051
D005260,D000038,11070
D005260,D000058,10748
D005260,D000063,16346
D005260,D000161,18858
D005260,D000163,22561
D005260,D000200,15259
D005260,D000203,38343
D005260,D000208,89981
D005260,D000222,14321
D005260,D000223,51043
D005260,D000230,76516
D005260,D000236,25565
D005260,D000242,11416
D005260,D000273,27955
D005260,D000276,12355
D005260,D000280,11297
D005260,D000284,57500
D005260,D000287,15905
D005260,D000293,1322675
D005260,D000294,18588
D005260,D000305,21291
D005260,D000310,10966
D005260,D000311,14312
D005260,D000319,13458
D005260,D000324,15947
D005260,D000328,3237951
D005260,D000339,18596
D005260,D000367,265445
D005260,D000368,1991509
D005260,D000369,602813
D005260,D000374,14621
D005260,D000375,88738
D005260,D000410,12412
D005260,D000428,35195
D005260,D000431,19786
D005260,D000437,29934
D005260,D000465,40139
D005260,D000469,16999
D005260,D000483,38232
D005260,D000485,12797
D005260,D000544,31027
D005260,D000553,18802
D005260,D000595,37485
D005260,D000596,16680
D005260,D000653,15967
D005260,D000700,13520
D005260,D000701,14047
D005260,D000704,112484
D005260,D000714,13213
D005260,D000728,11010
D005260,D000740,17764
D005260,D000758,13726
D005260,D000768,16830
D005260,D000773,11721
D005260,D000779,12664
D005260,D000787,14116
D005260,D000792,23359
D005260,D000806,10393
D005260,D000818,1230456
D005260,D000821,14162
D005260,D000831,38392
D005260,D000860,14554
D005260,D000886,23768
D005260,D000890,10238
D005260,D000893,22299
D005260,D000894,20778
D005260,D000900,68825
D005260,D000906,22854
D005260,D000907,18697
D005260,D000911,49109
D005260,D000914,26419
D005260,D000917,17489
D005260,D000918,10771
D005260,D000925,23406
D005260,D000927,18597
D005260,D000928,13941
D005260,D000935,11613
D005260,D000939,11014
D005260,D000941,13622
D005260,D000951,13988
D005260,D000959,23323
D005260,D000970,71644
D005260,D000971,73898
D005260,D000975,17192
D005260,D000995,11195
D005260,D000998,19259
D005260,D001007,37160
D005260,D001008,17126
D005260,D001011,14508
D005260,D001013,11095
D005260,D001021,12556
D005260,D001024,10160
D005260,D001026,23763
D005260,D001132,14088
D005260,D001143,14951
D005260,D001145,21026
D005260,D001157,11921
D005260,D001158,17345
D005260,D001161,17404
D005260,D001168,10500
D005260,D001172,40955
D005260,D001182,10185
D005260,D001219,10355
D005260,D001241,16227
D005260,D001249,50439
D005260,D001281,21539
D005260,D001284,14325
D005260,D001288,39535
D005260,D001289,13118
D005260,D001290,21961
D005260,D001291,37342
D005260,D001294,47237
D005260,D001307,11385
D005260,D001315,30280
D005260,D001323,28518
D005260,D001327,16405
D005260,D001344,17837
D005260,D001345,10740
D005260,D001402,18316
D005260,D001419,12764
D005260,D001424,23458
D005260,D001483,54943
D005260,D001521,11968
D005260,D001522,25277
D005260,D001523,55600
D005260,D001665,12053
D005260,D001692,11326
D005260,D001696,29680
D005260,D001706,78683
D005260,D001707,25035
D005260,D001714,20417
D005260,D001724,29469
D005260,D001741,30950
D005260,D001743,20953
D005260,D001749,21397
D005260,D001769,11038
D005260,D001777,10539
D005260,D001783,23589
D005260,D001786,66949
D005260,D001792,18722
D005260,D001794,112103
D005260,D001798,17927
D005260,D001803,19946
D005260,D001807,10059
D005260,D001823,21989
D005260,D001827,24369
D005260,D001828,10830
D005260,D001831,14421
D005260,D001835,89879
D005260,D001842,26583
D005260,D001853,21934
D005260,D001854,13956
D005260,D001859,26662
D005260,D001921,125483
D005260,D001923,10599
D005260,D001927,19098
D005260,D001930,18381
D005260,D001931,36611
D005260,D001932,41378
D005260,D001938,30694
D005260,D001940,26062
D005260,D001942,23457
D005260,D001943,207995
D005260,D001947,10825
D005260,D001980,11286
D005260,D002056,13163
D005260,D002097,24299
D005260,D002102,13771
D005260,D002114,17965
D005260,D002118,48984
D005260,D002140,16958
D005260,D002149,19913
D005260,D002170,23757
D005260,D002245,18918
D005260,D002273,10669
D005260,D002277,43554
D005260,D002278,10710
D005260,D002289,21005
D005260,D002292,13210
D005260,D002294,64906
D005260,D002302,14544
D005260,D002315,10331
D005260,D002318,51050
D005260,D002339,11826
D005260,D002340,10320
D005260,D002352,19149
D005260,D002369,13864
D005260,D002386,10595
D005260,D002404,19451
D005260,D002415,30815
D005260,D002417,83083
D005260,D002418,18510
D005260,D002423,26256
D005260,D002452,20988
D005260,D002453,10247
D005260,D002454,33229
D005260,D002455,32953
D005260,D002460,37247
D005260,D002462,16289
D005260,D002465,18449
D005260,D002467,22848
D005260,D002470,23213
D005260,D002471,13380
D005260,D002478,85465
D005260,D002508,14785
D005260,D002531,12014
D005260,D002532,13223
D005260,D002533,15602
D005260,D002540,33469
D005260,D002543,14094
